,Tag,Name,Keyword,VR,VM,Unnamed: 5
1283,"(0018,9427)",Intensifier Active Shape,IntensifierActiveShape,CS,1,
1284,"(0018,9428)",Intensifier Active Dimension(s),IntensifierActiveDimensions,FL,1-2,
1285,"(0018,9429)",Physical Detector Size,PhysicalDetectorSize,FL,2,
1286,"(0018,9430)",Position of Isocenter Projection,PositionOfIsocenterProjection,FL,2,
1287,"(0018,9432)",Field of View Sequence,FieldOfViewSequence,SQ,1,
1288,"(0018,9433)",Field of View Description,FieldOfViewDescription,LO,1,
1289,"(0018,9434)",Exposure Control Sensing Regions Sequence,ExposureControlSensingRegionsSequence,SQ,1,
1290,"(0018,9435)",Exposure Control Sensing Region Shape,ExposureControlSensingRegionShape,CS,1,
1291,"(0018,9436)",Exposure Control Sensing Region Left Vertical Edge,ExposureControlSensingRegionLeftVerticalEdge,SS,1,
1292,"(0018,9437)",Exposure Control Sensing Region Right Vertical Edge,ExposureControlSensingRegionRightVerticalEdge,SS,1,
1293,"(0018,9438)",Exposure Control Sensing Region Upper Horizontal Edge,ExposureControlSensingRegionUpperHorizontalEdge,SS,1,
1294,"(0018,9439)",Exposure Control Sensing Region Lower Horizontal Edge,ExposureControlSensingRegionLowerHorizontalEdge,SS,1,
1295,"(0018,9440)",Center of Circular Exposure Control Sensing Region,CenterOfCircularExposureControlSensingRegion,SS,2,
1296,"(0018,9441)",Radius of Circular Exposure Control Sensing Region,RadiusOfCircularExposureControlSensingRegion,US,1,
1297,"(0018,9442)",Vertices of the Polygonal Exposure Control Sensing Region,VerticesOfThePolygonalExposureControlSensingRegion,SS,2-n,
1298,"(0018,9445)",,,,,RET (2004) - See Note 3
1299,"(0018,9447)",Column Angulation (Patient),ColumnAngulationPatient,FL,1,
1300,"(0018,9449)",Beam Angle,BeamAngle,FL,1,
1301,"(0018,9451)",Frame Detector Parameters Sequence,FrameDetectorParametersSequence,SQ,1,
1302,"(0018,9452)",Calculated Anatomy Thickness,CalculatedAnatomyThickness,FL,1,
1303,"(0018,9455)",Calibration Sequence,CalibrationSequence,SQ,1,
1304,"(0018,9456)",Object Thickness Sequence,ObjectThicknessSequence,SQ,1,
1305,"(0018,9457)",Plane Identification,PlaneIdentification,CS,1,
1306,"(0018,9461)",Field of View Dimension(s) in Float,FieldOfViewDimensionsInFloat,FL,1-2,
1307,"(0018,9462)",Isocenter Reference System Sequence,IsocenterReferenceSystemSequence,SQ,1,
1308,"(0018,9463)",Positioner Isocenter Primary Angle,PositionerIsocenterPrimaryAngle,FL,1,
1309,"(0018,9464)",Positioner Isocenter Secondary Angle,PositionerIsocenterSecondaryAngle,FL,1,
1310,"(0018,9465)",Positioner Isocenter Detector Rotation Angle,PositionerIsocenterDetectorRotationAngle,FL,1,
1311,"(0018,9466)",Table X Position to Isocenter,TableXPositionToIsocenter,FL,1,
1312,"(0018,9467)",Table Y Position to Isocenter,TableYPositionToIsocenter,FL,1,
1313,"(0018,9468)",Table Z Position to Isocenter,TableZPositionToIsocenter,FL,1,
1314,"(0018,9469)",Table Horizontal Rotation Angle,TableHorizontalRotationAngle,FL,1,
1315,"(0018,9470)",Table Head Tilt Angle,TableHeadTiltAngle,FL,1,
1316,"(0018,9471)",Table Cradle Tilt Angle,TableCradleTiltAngle,FL,1,
1317,"(0018,9472)",Frame Display Shutter Sequence,FrameDisplayShutterSequence,SQ,1,
1318,"(0018,9473)",Acquired Image Area Dose Product,AcquiredImageAreaDoseProduct,FL,1,
1319,"(0018,9474)",C-arm Positioner Tabletop Relationship,CArmPositionerTabletopRelationship,CS,1,
1320,"(0018,9476)",X-Ray Geometry Sequence,XRayGeometrySequence,SQ,1,
1321,"(0018,9477)",Irradiation Event Identification Sequence,IrradiationEventIdentificationSequence,SQ,1,
1322,"(0018,9504)",X-Ray 3D Frame Type Sequence,XRay3DFrameTypeSequence,SQ,1,
1323,"(0018,9506)",Contributing Sources Sequence,ContributingSourcesSequence,SQ,1,
1324,"(0018,9507)",X-Ray 3D Acquisition Sequence,XRay3DAcquisitionSequence,SQ,1,
1325,"(0018,9508)",Primary Positioner Scan Arc,PrimaryPositionerScanArc,FL,1,
1326,"(0018,9509)",Secondary Positioner Scan Arc,SecondaryPositionerScanArc,FL,1,
1327,"(0018,9510)",Primary Positioner Scan Start Angle,PrimaryPositionerScanStartAngle,FL,1,
1328,"(0018,9511)",Secondary Positioner Scan Start Angle,SecondaryPositionerScanStartAngle,FL,1,
1329,"(0018,9514)",Primary Positioner Increment,PrimaryPositionerIncrement,FL,1,
1330,"(0018,9515)",Secondary Positioner Increment,SecondaryPositionerIncrement,FL,1,
1331,"(0018,9516)",Start Acquisition DateTime,StartAcquisitionDateTime,DT,1,
1332,"(0018,9517)",End Acquisition DateTime,EndAcquisitionDateTime,DT,1,
1333,"(0018,9518)",Primary Positioner Increment Sign,PrimaryPositionerIncrementSign,SS,1,
1334,"(0018,9519)",Secondary Positioner Increment Sign,SecondaryPositionerIncrementSign,SS,1,
1335,"(0018,9524)",Application Name,ApplicationName,LO,1,
1336,"(0018,9525)",Application Version,ApplicationVersion,LO,1,
1337,"(0018,9526)",Application Manufacturer,ApplicationManufacturer,LO,1,
1338,"(0018,9527)",Algorithm Type,AlgorithmType,CS,1,
1339,"(0018,9528)",Algorithm Description,AlgorithmDescription,LO,1,
1340,"(0018,9530)",X-Ray 3D Reconstruction Sequence,XRay3DReconstructionSequence,SQ,1,
1341,"(0018,9531)",Reconstruction Description,ReconstructionDescription,LO,1,
1342,"(0018,9538)",Per Projection Acquisition Sequence,PerProjectionAcquisitionSequence,SQ,1,
1343,"(0018,9541)",Detector Position Sequence,DetectorPositionSequence,SQ,1,
1344,"(0018,9542)",X-Ray Acquisition Dose Sequence,XRayAcquisitionDoseSequence,SQ,1,
1345,"(0018,9543)",X-Ray Source Isocenter Primary Angle,XRaySourceIsocenterPrimaryAngle,FD,1,
1346,"(0018,9544)",X-Ray Source Isocenter Secondary Angle,XRaySourceIsocenterSecondaryAngle,FD,1,
1347,"(0018,9545)",Breast Support Isocenter Primary Angle,BreastSupportIsocenterPrimaryAngle,FD,1,
1348,"(0018,9546)",Breast Support Isocenter Secondary Angle,BreastSupportIsocenterSecondaryAngle,FD,1,
1349,"(0018,9547)",Breast Support X Position to Isocenter,BreastSupportXPositionToIsocenter,FD,1,
1350,"(0018,9548)",Breast Support Y Position to Isocenter,BreastSupportYPositionToIsocenter,FD,1,
1351,"(0018,9549)",Breast Support Z Position to Isocenter,BreastSupportZPositionToIsocenter,FD,1,
1352,"(0018,9550)",Detector Isocenter Primary Angle,DetectorIsocenterPrimaryAngle,FD,1,
1353,"(0018,9551)",Detector Isocenter Secondary Angle,DetectorIsocenterSecondaryAngle,FD,1,
1354,"(0018,9552)",Detector X Position to Isocenter,DetectorXPositionToIsocenter,FD,1,
1355,"(0018,9553)",Detector Y Position to Isocenter,DetectorYPositionToIsocenter,FD,1,
1356,"(0018,9554)",Detector Z Position to Isocenter,DetectorZPositionToIsocenter,FD,1,
1357,"(0018,9555)",X-Ray Grid Sequence,XRayGridSequence,SQ,1,
1358,"(0018,9556)",X-Ray Filter Sequence,XRayFilterSequence,SQ,1,
1359,"(0018,9557)",Detector Active Area TLHC Position,DetectorActiveAreaTLHCPosition,FD,3,
1360,"(0018,9558)",Detector Active Area Orientation,DetectorActiveAreaOrientation,FD,6,
1361,"(0018,9559)",Positioner Primary Angle Direction,PositionerPrimaryAngleDirection,CS,1,
1362,"(0018,9601)",Diffusion b-matrix Sequence,DiffusionBMatrixSequence,SQ,1,
1363,"(0018,9602)",Diffusion b-value XX,DiffusionBValueXX,FD,1,
1364,"(0018,9603)",Diffusion b-value XY,DiffusionBValueXY,FD,1,
1365,"(0018,9604)",Diffusion b-value XZ,DiffusionBValueXZ,FD,1,
1366,"(0018,9605)",Diffusion b-value YY,DiffusionBValueYY,FD,1,
1367,"(0018,9606)",Diffusion b-value YZ,DiffusionBValueYZ,FD,1,
1368,"(0018,9607)",Diffusion b-value ZZ,DiffusionBValueZZ,FD,1,
1369,"(0018,9621)",Functional MR Sequence,FunctionalMRSequence,SQ,1,
1370,"(0018,9622)",Functional Settling Phase Frames Present,FunctionalSettlingPhaseFramesPresent,CS,1,
1371,"(0018,9623)",Functional Sync Pulse,FunctionalSyncPulse,DT,1,
1372,"(0018,9624)",Settling Phase Frame,SettlingPhaseFrame,CS,1,
1373,"(0018,9701)",Decay Correction DateTime,DecayCorrectionDateTime,DT,1,
1374,"(0018,9715)",Start Density Threshold,StartDensityThreshold,FD,1,
1375,"(0018,9716)",Start Relative Density Difference Threshold,StartRelativeDensityDifferenceThreshold,FD,1,
1376,"(0018,9717)",Start Cardiac Trigger Count Threshold,StartCardiacTriggerCountThreshold,FD,1,
1377,"(0018,9718)",Start Respiratory Trigger Count Threshold,StartRespiratoryTriggerCountThreshold,FD,1,
1378,"(0018,9719)",Termination Counts Threshold,TerminationCountsThreshold,FD,1,
1379,"(0018,9720)",Termination Density Threshold,TerminationDensityThreshold,FD,1,
1380,"(0018,9721)",Termination Relative Density Threshold,TerminationRelativeDensityThreshold,FD,1,
1381,"(0018,9722)",Termination Time Threshold,TerminationTimeThreshold,FD,1,
1382,"(0018,9723)",Termination Cardiac Trigger Count Threshold,TerminationCardiacTriggerCountThreshold,FD,1,
1383,"(0018,9724)",Termination Respiratory Trigger Count Threshold,TerminationRespiratoryTriggerCountThreshold,FD,1,
1384,"(0018,9725)",Detector Geometry,DetectorGeometry,CS,1,
1385,"(0018,9726)",Transverse Detector Separation,TransverseDetectorSeparation,FD,1,
1386,"(0018,9727)",Axial Detector Dimension,AxialDetectorDimension,FD,1,
1387,"(0018,9729)",Radiopharmaceutical Agent Number,RadiopharmaceuticalAgentNumber,US,1,
1388,"(0018,9732)",PET Frame Acquisition Sequence,PETFrameAcquisitionSequence,SQ,1,
1389,"(0018,9733)",PET Detector Motion Details Sequence,PETDetectorMotionDetailsSequence,SQ,1,
1390,"(0018,9734)",PET Table Dynamics Sequence,PETTableDynamicsSequence,SQ,1,
1391,"(0018,9735)",PET Position Sequence,PETPositionSequence,SQ,1,
1392,"(0018,9736)",PET Frame Correction Factors Sequence,PETFrameCorrectionFactorsSequence,SQ,1,
1393,"(0018,9737)",Radiopharmaceutical Usage Sequence,RadiopharmaceuticalUsageSequence,SQ,1,
1394,"(0018,9738)",Attenuation Correction Source,AttenuationCorrectionSource,CS,1,
1395,"(0018,9739)",Number of Iterations,NumberOfIterations,US,1,
1396,"(0018,9740)",Number of Subsets,NumberOfSubsets,US,1,
1397,"(0018,9749)",PET Reconstruction Sequence,PETReconstructionSequence,SQ,1,
1398,"(0018,9751)",PET Frame Type Sequence,PETFrameTypeSequence,SQ,1,
1399,"(0018,9755)",Time of Flight Information Used,TimeOfFlightInformationUsed,CS,1,
1400,"(0018,9756)",Reconstruction Type,ReconstructionType,CS,1,
1401,"(0018,9758)",Decay Corrected,DecayCorrected,CS,1,
1402,"(0018,9759)",Attenuation Corrected,AttenuationCorrected,CS,1,
1403,"(0018,9760)",Scatter Corrected,ScatterCorrected,CS,1,
1404,"(0018,9761)",Dead Time Corrected,DeadTimeCorrected,CS,1,
1405,"(0018,9762)",Gantry Motion Corrected,GantryMotionCorrected,CS,1,
1406,"(0018,9763)",Patient Motion Corrected,PatientMotionCorrected,CS,1,
1407,"(0018,9764)",Count Loss Normalization Corrected,CountLossNormalizationCorrected,CS,1,
1408,"(0018,9765)",Randoms Corrected,RandomsCorrected,CS,1,
1409,"(0018,9766)",Non-uniform Radial Sampling Corrected,NonUniformRadialSamplingCorrected,CS,1,
1410,"(0018,9767)",Sensitivity Calibrated,SensitivityCalibrated,CS,1,
1411,"(0018,9768)",Detector Normalization Correction,DetectorNormalizationCorrection,CS,1,
1412,"(0018,9769)",Iterative Reconstruction Method,IterativeReconstructionMethod,CS,1,
1413,"(0018,9770)",Attenuation Correction Temporal Relationship,AttenuationCorrectionTemporalRelationship,CS,1,
1414,"(0018,9771)",Patient Physiological State Sequence,PatientPhysiologicalStateSequence,SQ,1,
1415,"(0018,9772)",Patient Physiological State Code Sequence,PatientPhysiologicalStateCodeSequence,SQ,1,
1416,"(0018,9801)",Depth(s) of Focus,DepthsOfFocus,FD,1-n,
1417,"(0018,9803)",Excluded Intervals Sequence,ExcludedIntervalsSequence,SQ,1,
1418,"(0018,9804)",Exclusion Start DateTime,ExclusionStartDateTime,DT,1,
1419,"(0018,9805)",Exclusion Duration,ExclusionDuration,FD,1,
1420,"(0018,9806)",US Image Description Sequence,USImageDescriptionSequence,SQ,1,
1421,"(0018,9807)",Image Data Type Sequence,ImageDataTypeSequence,SQ,1,
1422,"(0018,9808)",Data Type,DataType,CS,1,
1423,"(0018,9809)",Transducer Scan Pattern Code Sequence,TransducerScanPatternCodeSequence,SQ,1,
1424,"(0018,980B)",Aliased Data Type,AliasedDataType,CS,1,
1425,"(0018,980C)",Position Measuring Device Used,PositionMeasuringDeviceUsed,CS,1,
1426,"(0018,980D)",Transducer Geometry Code Sequence,TransducerGeometryCodeSequence,SQ,1,
1427,"(0018,980E)",Transducer Beam Steering Code Sequence,TransducerBeamSteeringCodeSequence,SQ,1,
1428,"(0018,980F)",Transducer Application Code Sequence,TransducerApplicationCodeSequence,SQ,1,
1429,"(0018,9810)",Zero Velocity Pixel Value,ZeroVelocityPixelValue,US or SS,1,
1430,"(0018,9900)",Reference Location Label,ReferenceLocationLabel,LO,1,
1431,"(0018,9901)",Reference Location Description,ReferenceLocationDescription,UT,1,
1432,"(0018,9902)",Reference Basis Code Sequence,ReferenceBasisCodeSequence,SQ,1,
1433,"(0018,9903)",Reference Geometry Code Sequence,ReferenceGeometryCodeSequence,SQ,1,
1434,"(0018,9904)",Offset Distance,OffsetDistance,DS,1,
1435,"(0018,9905)",Offset Direction,OffsetDirection,CS,1,
1436,"(0018,9906)",Potential Scheduled Protocol Code Sequence,PotentialScheduledProtocolCodeSequence,SQ,1,
1437,"(0018,9907)",Potential Requested Procedure Code Sequence,PotentialRequestedProcedureCodeSequence,SQ,1,
1438,"(0018,9908)",Potential Reasons for Procedure,PotentialReasonsForProcedure,UC,1-n,
1439,"(0018,9909)",Potential Reasons for Procedure Code Sequence,PotentialReasonsForProcedureCodeSequence,SQ,1,
1440,"(0018,990A)",Potential Diagnostic Tasks,PotentialDiagnosticTasks,UC,1-n,
1441,"(0018,990B)",Contraindications Code Sequence,ContraindicationsCodeSequence,SQ,1,
1442,"(0018,990C)",Referenced Defined Protocol Sequence,ReferencedDefinedProtocolSequence,SQ,1,
1443,"(0018,990D)",Referenced Performed Protocol Sequence,ReferencedPerformedProtocolSequence,SQ,1,
1444,"(0018,990E)",Predecessor Protocol Sequence,PredecessorProtocolSequence,SQ,1,
1445,"(0018,990F)",Protocol Planning Information,ProtocolPlanningInformation,UT,1,
1446,"(0018,9910)",Protocol Design Rationale,ProtocolDesignRationale,UT,1,
1447,"(0018,9911)",Patient Specification Sequence,PatientSpecificationSequence,SQ,1,
1448,"(0018,9912)",Model Specification Sequence,ModelSpecificationSequence,SQ,1,
1449,"(0018,9913)",Parameters Specification Sequence,ParametersSpecificationSequence,SQ,1,
1450,"(0018,9914)",Instruction Sequence,InstructionSequence,SQ,1,
1451,"(0018,9915)",Instruction Index,InstructionIndex,US,1,
1452,"(0018,9916)",Instruction Text,InstructionText,LO,1,
1453,"(0018,9917)",Instruction Description,InstructionDescription,UT,1,
1454,"(0018,9918)",Instruction Performed Flag,InstructionPerformedFlag,CS,1,
1455,"(0018,9919)",Instruction Performed DateTime,InstructionPerformedDateTime,DT,1,
1456,"(0018,991A)",Instruction Performance Comment,InstructionPerformanceComment,UT,1,
1457,"(0018,991B)",Patient Positioning Instruction Sequence,PatientPositioningInstructionSequence,SQ,1,
1458,"(0018,991C)",Positioning Method Code Sequence,PositioningMethodCodeSequence,SQ,1,
1459,"(0018,991D)",Positioning Landmark Sequence,PositioningLandmarkSequence,SQ,1,
1460,"(0018,991E)",Target Frame of Reference UID,TargetFrameOfReferenceUID,UI,1,
1461,"(0018,991F)",Acquisition Protocol Element Specification Sequence,AcquisitionProtocolElementSpecificationSequence,SQ,1,
1462,"(0018,9920)",Acquisition Protocol Element Sequence,AcquisitionProtocolElementSequence,SQ,1,
1463,"(0018,9921)",Protocol Element Number,ProtocolElementNumber,US,1,
1464,"(0018,9922)",Protocol Element Name,ProtocolElementName,LO,1,
1465,"(0018,9923)",Protocol Element Characteristics Summary,ProtocolElementCharacteristicsSummary,UT,1,
1466,"(0018,9924)",Protocol Element Purpose,ProtocolElementPurpose,UT,1,
1467,"(0018,9930)",Acquisition Motion,AcquisitionMotion,CS,1,
1468,"(0018,9931)",Acquisition Start Location Sequence,AcquisitionStartLocationSequence,SQ,1,
1469,"(0018,9932)",Acquisition End Location Sequence,AcquisitionEndLocationSequence,SQ,1,
1470,"(0018,9933)",Reconstruction Protocol Element Specification Sequence,ReconstructionProtocolElementSpecificationSequence,SQ,1,
1471,"(0018,9934)",Reconstruction Protocol Element Sequence,ReconstructionProtocolElementSequence,SQ,1,
1472,"(0018,9935)",Storage Protocol Element Specification Sequence,StorageProtocolElementSpecificationSequence,SQ,1,
1473,"(0018,9936)",Storage Protocol Element Sequence,StorageProtocolElementSequence,SQ,1,
1474,"(0018,9937)",Requested Series Description,RequestedSeriesDescription,LO,1,
1475,"(0018,9938)",Source Acquisition Protocol Element Number,SourceAcquisitionProtocolElementNumber,US,1-n,
1476,"(0018,9939)",Source Acquisition Beam Number,SourceAcquisitionBeamNumber,US,1-n,
1477,"(0018,993A)",Source Reconstruction Protocol Element Number,SourceReconstructionProtocolElementNumber,US,1-n,
1478,"(0018,993B)",Reconstruction Start Location Sequence,ReconstructionStartLocationSequence,SQ,1,
1479,"(0018,993C)",Reconstruction End Location Sequence,ReconstructionEndLocationSequence,SQ,1,
1480,"(0018,993D)",Reconstruction Algorithm Sequence,ReconstructionAlgorithmSequence,SQ,1,
1481,"(0018,993E)",Reconstruction Target Center Location Sequence,ReconstructionTargetCenterLocationSequence,SQ,1,
1482,"(0018,9941)",Image Filter Description,ImageFilterDescription,UT,1,
1483,"(0018,9942)",CTDIvol Notification Trigger,CTDIvolNotificationTrigger,FD,1,
1484,"(0018,9943)",DLP Notification Trigger,DLPNotificationTrigger,FD,1,
1485,"(0018,9944)",Auto KVP Selection Type,AutoKVPSelectionType,CS,1,
1486,"(0018,9945)",Auto KVP Upper Bound,AutoKVPUpperBound,FD,1,
1487,"(0018,9946)",Auto KVP Lower Bound,AutoKVPLowerBound,FD,1,
1488,"(0018,9947)",Protocol Defined Patient Position,ProtocolDefinedPatientPosition,CS,1,
1489,"(0018,A001)",Contributing Equipment Sequence,ContributingEquipmentSequence,SQ,1,
1490,"(0018,A002)",Contribution DateTime,ContributionDateTime,DT,1,
1491,"(0018,A003)",Contribution Description,ContributionDescription,ST,1,
1492,"(0020,000D)",Study Instance UID,StudyInstanceUID,UI,1,
1493,"(0020,000E)",Series Instance UID,SeriesInstanceUID,UI,1,
1494,"(0020,0010)",Study ID,StudyID,SH,1,
1495,"(0020,0011)",Series Number,SeriesNumber,IS,1,
1496,"(0020,0012)",Acquisition Number,AcquisitionNumber,IS,1,
1497,"(0020,0013)",Instance Number,InstanceNumber,IS,1,
1498,"(0020,0014)",Isotope Number,IsotopeNumber,IS,1,RET (1993)
1499,"(0020,0015)",Phase Number,PhaseNumber,IS,1,RET (1993)
1500,"(0020,0016)",Interval Number,IntervalNumber,IS,1,RET (1993)
1501,"(0020,0017)",Time Slot Number,TimeSlotNumber,IS,1,RET (1993)
1502,"(0020,0018)",Angle Number,AngleNumber,IS,1,RET (1993)
1503,"(0020,0019)",Item Number,ItemNumber,IS,1,
1504,"(0020,0020)",Patient Orientation,PatientOrientation,CS,2,
1505,"(0020,0022)",Overlay Number,OverlayNumber,IS,1,RET (2004)
1506,"(0020,0024)",Curve Number,CurveNumber,IS,1,RET (2004)
1507,"(0020,0026)",LUT Number,LUTNumber,IS,1,RET (2004)
1508,"(0020,0030)",Image Position,ImagePosition,DS,3,RET
1509,"(0020,0032)",Image Position (Patient),ImagePositionPatient,DS,3,
1510,"(0020,0035)",Image Orientation,ImageOrientation,DS,6,RET
1511,"(0020,0037)",Image Orientation (Patient),ImageOrientationPatient,DS,6,
1512,"(0020,0050)",Location,Location,DS,1,RET
1513,"(0020,0052)",Frame of Reference UID,FrameOfReferenceUID,UI,1,
1514,"(0020,0060)",Laterality,Laterality,CS,1,
1515,"(0020,0062)",Image Laterality,ImageLaterality,CS,1,
1516,"(0020,0070)",Image Geometry Type,ImageGeometryType,LO,1,RET
1517,"(0020,0080)",Masking Image,MaskingImage,CS,1-n,RET
1518,"(0020,00AA)",Report Number,ReportNumber,IS,1,RET (2009)
1519,"(0020,0100)",Temporal Position Identifier,TemporalPositionIdentifier,IS,1,
1520,"(0020,0105)",Number of Temporal Positions,NumberOfTemporalPositions,IS,1,
1521,"(0020,0110)",Temporal Resolution,TemporalResolution,DS,1,
1522,"(0020,0200)",Synchronization Frame of Reference UID,SynchronizationFrameOfReferenceUID,UI,1,
1523,"(0020,0242)",SOP Instance UID of Concatenation Source,SOPInstanceUIDOfConcatenationSource,UI,1,
1524,"(0020,1000)",Series in Study,SeriesInStudy,IS,1,RET (2004)
1525,"(0020,1001)",Acquisitions in Series,AcquisitionsInSeries,IS,1,RET
1526,"(0020,1002)",Images in Acquisition,ImagesInAcquisition,IS,1,
1527,"(0020,1003)",Images in Series,ImagesInSeries,IS,1,RET (2006)
1528,"(0020,1004)",Acquisitions in Study,AcquisitionsInStudy,IS,1,RET (2004)
1529,"(0020,1005)",Images in Study,ImagesInStudy,IS,1,RET (2006)
1530,"(0020,1020)",Reference,Reference,LO,1-n,RET
1531,"(0020,103F)",Target Position Reference Indicator,TargetPositionReferenceIndicator,LO,1,
1532,"(0020,1040)",Position Reference Indicator,PositionReferenceIndicator,LO,1,
1533,"(0020,1041)",Slice Location,SliceLocation,DS,1,
1534,"(0020,1070)",Other Study Numbers,OtherStudyNumbers,IS,1-n,RET (2004)
1535,"(0020,1200)",Number of Patient Related Studies,NumberOfPatientRelatedStudies,IS,1,
1536,"(0020,1202)",Number of Patient Related Series,NumberOfPatientRelatedSeries,IS,1,
1537,"(0020,1204)",Number of Patient Related Instances,NumberOfPatientRelatedInstances,IS,1,
1538,"(0020,1206)",Number of Study Related Series,NumberOfStudyRelatedSeries,IS,1,
1539,"(0020,1208)",Number of Study Related Instances,NumberOfStudyRelatedInstances,IS,1,
1540,"(0020,1209)",Number of Series Related Instances,NumberOfSeriesRelatedInstances,IS,1,
1541,"(0020,31xx)",Source Image IDs,SourceImageIDs,CS,1-n,RET
1542,"(0020,3401)",Modifying Device ID,ModifyingDeviceID,CS,1,RET
1543,"(0020,3402)",Modified Image ID,ModifiedImageID,CS,1,RET
1544,"(0020,3403)",Modified Image Date,ModifiedImageDate,DA,1,RET
1545,"(0020,3404)",Modifying Device Manufacturer,ModifyingDeviceManufacturer,LO,1,RET
1546,"(0020,3405)",Modified Image Time,ModifiedImageTime,TM,1,RET
1547,"(0020,3406)",Modified Image Description,ModifiedImageDescription,LO,1,RET
1548,"(0020,4000)",Image Comments,ImageComments,LT,1,
1549,"(0020,5000)",Original Image Identification,OriginalImageIdentification,AT,1-n,RET
1550,"(0020,5002)",Original Image Identification Nomenclature,OriginalImageIdentificationNomenclature,LO,1-n,RET
1551,"(0020,9056)",Stack ID,StackID,SH,1,
1552,"(0020,9057)",In-Stack Position Number,InStackPositionNumber,UL,1,
1553,"(0020,9071)",Frame Anatomy Sequence,FrameAnatomySequence,SQ,1,
1554,"(0020,9072)",Frame Laterality,FrameLaterality,CS,1,
1555,"(0020,9111)",Frame Content Sequence,FrameContentSequence,SQ,1,
1556,"(0020,9113)",Plane Position Sequence,PlanePositionSequence,SQ,1,
1557,"(0020,9116)",Plane Orientation Sequence,PlaneOrientationSequence,SQ,1,
1558,"(0020,9128)",Temporal Position Index,TemporalPositionIndex,UL,1,
1559,"(0020,9153)",Nominal Cardiac Trigger Delay Time,NominalCardiacTriggerDelayTime,FD,1,
1560,"(0020,9154)",Nominal Cardiac Trigger Time Prior To R-Peak,NominalCardiacTriggerTimePriorToRPeak,FL,1,
1561,"(0020,9155)",Actual Cardiac Trigger Time Prior To R-Peak,ActualCardiacTriggerTimePriorToRPeak,FL,1,
1562,"(0020,9156)",Frame Acquisition Number,FrameAcquisitionNumber,US,1,
1563,"(0020,9157)",Dimension Index Values,DimensionIndexValues,UL,1-n,
1564,"(0020,9158)",Frame Comments,FrameComments,LT,1,
1565,"(0020,9161)",Concatenation UID,ConcatenationUID,UI,1,
1566,"(0020,9162)",In-concatenation Number,InConcatenationNumber,US,1,
1567,"(0020,9163)",In-concatenation Total Number,InConcatenationTotalNumber,US,1,
1568,"(0020,9164)",Dimension Organization UID,DimensionOrganizationUID,UI,1,
1569,"(0020,9165)",Dimension Index Pointer,DimensionIndexPointer,AT,1,
1570,"(0020,9167)",Functional Group Pointer,FunctionalGroupPointer,AT,1,
1571,"(0020,9170)",Unassigned Shared Converted Attributes Sequence,UnassignedSharedConvertedAttributesSequence,SQ,1,
1572,"(0020,9171)",Unassigned Per-Frame Converted Attributes Sequence,UnassignedPerFrameConvertedAttributesSequence,SQ,1,
1573,"(0020,9172)",Conversion Source Attributes Sequence,ConversionSourceAttributesSequence,SQ,1,
1574,"(0020,9213)",Dimension Index Private Creator,DimensionIndexPrivateCreator,LO,1,
1575,"(0020,9221)",Dimension Organization Sequence,DimensionOrganizationSequence,SQ,1,
1576,"(0020,9222)",Dimension Index Sequence,DimensionIndexSequence,SQ,1,
1577,"(0020,9228)",Concatenation Frame Offset Number,ConcatenationFrameOffsetNumber,UL,1,
1578,"(0020,9238)",Functional Group Private Creator,FunctionalGroupPrivateCreator,LO,1,
1579,"(0020,9241)",Nominal Percentage of Cardiac Phase,NominalPercentageOfCardiacPhase,FL,1,
1580,"(0020,9245)",Nominal Percentage of Respiratory Phase,NominalPercentageOfRespiratoryPhase,FL,1,
1581,"(0020,9246)",Starting Respiratory Amplitude,StartingRespiratoryAmplitude,FL,1,
1582,"(0020,9247)",Starting Respiratory Phase,StartingRespiratoryPhase,CS,1,
1583,"(0020,9248)",Ending Respiratory Amplitude,EndingRespiratoryAmplitude,FL,1,
1584,"(0020,9249)",Ending Respiratory Phase,EndingRespiratoryPhase,CS,1,
1585,"(0020,9250)",Respiratory Trigger Type,RespiratoryTriggerType,CS,1,
1586,"(0020,9251)",R-R Interval Time Nominal,RRIntervalTimeNominal,FD,1,
1587,"(0020,9252)",Actual Cardiac Trigger Delay Time,ActualCardiacTriggerDelayTime,FD,1,
1588,"(0020,9253)",Respiratory Synchronization Sequence,RespiratorySynchronizationSequence,SQ,1,
1589,"(0020,9254)",Respiratory Interval Time,RespiratoryIntervalTime,FD,1,
1590,"(0020,9255)",Nominal Respiratory Trigger Delay Time,NominalRespiratoryTriggerDelayTime,FD,1,
1591,"(0020,9256)",Respiratory Trigger Delay Threshold,RespiratoryTriggerDelayThreshold,FD,1,
1592,"(0020,9257)",Actual Respiratory Trigger Delay Time,ActualRespiratoryTriggerDelayTime,FD,1,
1593,"(0020,9301)",Image Position (Volume),ImagePositionVolume,FD,3,
1594,"(0020,9302)",Image Orientation (Volume),ImageOrientationVolume,FD,6,
1595,"(0020,9307)",Ultrasound Acquisition Geometry,UltrasoundAcquisitionGeometry,CS,1,
1596,"(0020,9308)",Apex Position,ApexPosition,FD,3,
1597,"(0020,9309)",Volume to Transducer Mapping Matrix,VolumeToTransducerMappingMatrix,FD,16,
1598,"(0020,930A)",Volume to Table Mapping Matrix,VolumeToTableMappingMatrix,FD,16,
